SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Street Light Out Complaint,2020-01,19,5.0
Street Light Out Complaint,2020-01,20,9.7
Street Light Out Complaint,2020-01,21,4.9
Street Light Out Complaint,2020-01,22,4.9
Street Light Out Complaint,2020-01,23,15.0
Street Light Out Complaint,2020-01,24,7.9
Street Light Out Complaint,2020-01,25,14.6
Street Light Out Complaint,2020-01,26,14.5
Street Light Out Complaint,2020-01,27,16.4
Street Light Out Complaint,2020-01,28,17.7
Street Light Out Complaint,2020-01,29,16.6
Street Light Out Complaint,2020-01,30,9.8
Street Light Out Complaint,2020-01,31,3.9
Street Light Out Complaint,2020-01,32,82.4
Street Light Out Complaint,2020-01,33,7.2
Street Light Out Complaint,2020-01,34,4.9
Street Light Out Complaint,2020-01,35,2.9
Street Light Out Complaint,2020-01,36,10.9
Street Light Out Complaint,2020-01,37,326.1
Street Light Out Complaint,2020-01,38,8.3
Street Light Out Complaint,2020-01,39,20.3
Street Light Out Complaint,2020-01,40,18.3
Street Light Out Complaint,2020-01,41,32.3
Street Light Out Complaint,2020-01,42,11.4
Street Light Out Complaint,2020-01,43,5.1
Street Light Out Complaint,2020-01,44,12.2
Street Light Out Complaint,2020-01,45,13.2
Street Light Out Complaint,2020-01,46,6.2
Street Light Out Complaint,2020-01,47,17.9
Street Light Out Complaint,2020-01,48,19.5
Street Light Out Complaint,2020-01,49,5.1
Street Light Out Complaint,2020-01,50,21.3
Street Light Out Complaint,2020-01,51,14.7
Street Light Out Complaint,2020-01,52,11.0
Street Light Out Complaint,2020-01,53,5.9
Street Light Out Complaint,2020-01,54,24.5
Street Light Out Complaint,2020-01,55,8.9
Street Light Out Complaint,2020-01,56,4.2
Street Light Out Complaint,2020-01,57,19.7
Street Light Out Complaint,2020-01,58,7.0
Street Light Out Complaint,2020-01,59,4.8
Street Light Out Complaint,2020-01,60,8.4
Street Light Out Complaint,2020-01,61,12.5
Street Light Out Complaint,2020-01,62,6.2
Street Light Out Complaint,2020-01,63,19.8
Street Light Out Complaint,2020-01,64,19.1
Street Light Out Complaint,2020-01,65,10.5
Street Light Out Complaint,2020-01,66,14.3
Street Light Out Complaint,2020-01,67,35.7
Street Light Out Complaint,2020-01,68,33.6
Street Light Out Complaint,2020-01,69,22.2
Street Light Out Complaint,2020-01,70,8.0
Street Light Out Complaint,2020-01,71,8.4
Street Light Out Complaint,2020-01,72,9.0
Street Light Out Complaint,2020-01,73,7.5
Street Light Out Complaint,2020-01,74,5.9
Street Light Out Complaint,2020-01,75,15.9
Street Light Out Complaint,2020-01,76,6.3
Street Light Out Complaint,2020-01,77,5.4
Street Light Out Complaint,2020-02,1,27.8
Street Light Out Complaint,2020-02,2,4.1
Street Light Out Complaint,2020-02,3,2.7
Street Light Out Complaint,2020-02,4,3.3
Street Light Out Complaint,2020-02,5,3.7
Street Light Out Complaint,2020-02,6,4.1
Street Light Out Complaint,2020-02,7,6.6
Street Light Out Complaint,2020-02,8,14.6
Street Light Out Complaint,2020-02,9,4.5
Street Light Out Complaint,2020-02,10,7.8
Street Light Out Complaint,2020-02,11,6.0
Street Light Out Complaint,2020-02,12,4.9
Street Light Out Complaint,2020-02,13,32.7
Street Light Out Complaint,2020-02,14,15.8
Street Light Out Complaint,2020-02,15,4.8
Street Light Out Complaint,2020-02,16,14.5
Street Light Out Complaint,2020-02,17,6.2
Street Light Out Complaint,2020-02,18,5.9
Street Light Out Complaint,2020-02,19,3.1
Street Light Out Complaint,2020-02,20,7.4
Street Light Out Complaint,2020-02,21,32.5
Street Light Out Complaint,2020-02,22,16.0
Street Light Out Complaint,2020-02,23,8.3
Street Light Out Complaint,2020-02,24,12.4
Street Light Out Complaint,2020-02,25,11.7
Street Light Out Complaint,2020-02,26,32.1
Street Light Out Complaint,2020-02,27,5.2
Street Light Out Complaint,2020-02,28,24.3
Street Light Out Complaint,2020-02,29,11.9
Street Light Out Complaint,2020-02,30,6.6
Street Light Out Complaint,2020-02,31,4.4
Street Light Out Complaint,2020-02,32,61.8
Street Light Out Complaint,2020-02,33,12.7
Street Light Out Complaint,2020-02,34,21.0
Street Light Out Complaint,2020-02,35,8.6
Street Light Out Complaint,2020-02,36,6.1
Street Light Out Complaint,2020-02,37,51.6
Street Light Out Complaint,2020-02,38,3.9
Street Light Out Complaint,2020-02,39,76.0
Street Light Out Complaint,2020-02,40,16.9
Street Light Out Complaint,2020-02,41,48.2
Street Light Out Complaint,2020-02,42,21.2
Street Light Out Complaint,2020-02,43,8.8
Street Light Out Complaint,2020-02,44,4.9
Street Light Out Complaint,2020-02,45,25.2
Street Light Out Complaint,2020-02,46,6.4
Street Light Out Complaint,2020-02,47,24.2
Street Light Out Complaint,2020-02,48,3.9
Street Light Out Complaint,2020-02,49,10.6
Street Light Out Complaint,2020-02,50,31.6
Street Light Out Complaint,2020-02,51,5.9
Street Light Out Complaint,2020-02,52,11.9
Street Light Out Complaint,2020-02,53,6.7
Street Light Out Complaint,2020-02,54,11.7
Street Light Out Complaint,2020-02,55,4.9
Street Light Out Complaint,2020-02,56,9.0
Street Light Out Complaint,2020-02,57,56.6
Street Light Out Complaint,2020-02,58,5.8
Street Light Out Complaint,2020-02,59,15.4
Street Light Out Complaint,2020-02,60,11.5
Street Light Out Complaint,2020-02,61,13.2
Street Light Out Complaint,2020-02,62,8.8
Street Light Out Complaint,2020-02,63,3.1
Street Light Out Complaint,2020-02,64,21.8
Street Light Out Complaint,2020-02,65,39.8
Street Light Out Complaint,2020-02,66,16.0
Street Light Out Complaint,2020-02,67,26.5
Street Light Out Complaint,2020-02,68,32.6
Street Light Out Complaint,2020-02,69,21.6
Street Light Out Complaint,2020-02,70,7.8
Street Light Out Complaint,2020-02,71,5.9
Street Light Out Complaint,2020-02,72,3.7
Street Light Out Complaint,2020-02,73,14.8
Street Light Out Complaint,2020-02,74,8.8
Street Light Out Complaint,2020-02,75,12.0
Street Light Out Complaint,2020-02,76,9.2
Street Light Out Complaint,2020-02,77,7.1
Street Light Out Complaint,2020-03,1,3.7
Street Light Out Complaint,2020-03,2,21.3
Street Light Out Complaint,2020-03,3,18.0
Street Light Out Complaint,2020-03,4,4.6
Street Light Out Complaint,2020-03,5,6.8
Street Light Out Complaint,2020-03,6,1.5
Street Light Out Complaint,2020-03,7,12.0
Street Light Out Complaint,2020-03,8,21.5
Street Light Out Complaint,2020-03,9,5.2
Street Light Out Complaint,2020-03,10,9.7
Street Light Out Complaint,2020-03,11,3.7
Street Light Out Complaint,2020-03,12,3.3
Street Light Out Complaint,2020-03,13,9.7
Street Light Out Complaint,2020-03,14,5.9
Street Light Out Complaint,2020-03,15,7.8
Street Light Out Complaint,2020-03,16,5.8
Street Light Out Complaint,2020-03,17,6.8
Street Light Out Complaint,2020-03,18,22.0
Street Light Out Complaint,2020-03,19,3.4
Street Light Out Complaint,2020-03,20,5.8
Street Light Out Complaint,2020-03,21,19.1
Street Light Out Complaint,2020-03,22,12.5
Street Light Out Complaint,2020-03,23,6.8
Street Light Out Complaint,2020-03,24,10.8
Street Light Out Complaint,2020-03,25,12.9
Street Light Out Complaint,2020-03,26,14.8
Street Light Out Complaint,2020-03,27,6.2
Street Light Out Complaint,2020-03,28,22.1
Street Light Out Complaint,2020-03,29,6.8
Street Light Out Complaint,2020-03,30,20.5
Street Light Out Complaint,2020-03,31,5.0
Street Light Out Complaint,2020-03,32,35.0
Street Light Out Complaint,2020-03,33,23.1
Street Light Out Complaint,2020-03,34,4.8
Street Light Out Complaint,2020-03,35,19.3
Street Light Out Complaint,2020-03,36,300.7
Street Light Out Complaint,2020-03,37,15.8
Street Light Out Complaint,2020-03,38,8.1
Street Light Out Complaint,2020-03,39,8.4
Street Light Out Complaint,2020-03,40,41.3
Street Light Out Complaint,2020-03,41,14.7
Street Light Out Complaint,2020-03,42,6.5
Street Light Out Complaint,2020-03,43,7.4
Street Light Out Complaint,2020-03,44,8.4
Street Light Out Complaint,2020-03,45,13.8
Street Light Out Complaint,2020-03,46,15.8
Street Light Out Complaint,2020-03,47,15.5
Street Light Out Complaint,2020-03,48,5.1
Street Light Out Complaint,2020-03,49,18.9
Street Light Out Complaint,2020-03,50,2.3
Street Light Out Complaint,2020-03,51,5.1
Street Light Out Complaint,2020-03,52,5.7
Street Light Out Complaint,2020-03,53,4.8
Street Light Out Complaint,2020-03,54,16.3
Street Light Out Complaint,2020-03,55,6.9
Street Light Out Complaint,2020-03,56,5.7
Street Light Out Complaint,2020-03,57,33.7
Street Light Out Complaint,2020-03,58,7.1
Street Light Out Complaint,2020-03,59,6.8
Street Light Out Complaint,2020-03,60,4.4
Street Light Out Complaint,2020-03,61,14.8
Street Light Out Complaint,2020-03,62,5.8
Street Light Out Complaint,2020-03,63,6.0
Street Light Out Complaint,2020-03,64,27.9
Street Light Out Complaint,2020-03,65,8.9
Street Light Out Complaint,2020-03,66,4.8
Street Light Out Complaint,2020-03,67,37.8
Street Light Out Complaint,2020-03,68,20.8
Street Light Out Complaint,2020-03,69,7.5
Street Light Out Complaint,2020-03,70,7.3
Street Light Out Complaint,2020-03,71,6.4
Street Light Out Complaint,2020-03,72,22.3
Street Light Out Complaint,2020-03,73,8.3
Street Light Out Complaint,2020-03,74,3.4
Street Light Out Complaint,2020-03,75,13.4
Street Light Out Complaint,2020-03,76,3.4
Street Light Out Complaint,2020-03,77,9.0
Street Light Out Complaint,2020-04,1,5.7
Street Light Out Complaint,2020-04,2,7.4
Street Light Out Complaint,2020-04,3,4.7
Street Light Out Complaint,2020-04,4,6.0
Street Light Out Complaint,2020-04,5,3.9
Street Light Out Complaint,2020-04,6,7.8
Street Light Out Complaint,2020-04,7,6.1
Street Light Out Complaint,2020-04,8,6.2
Street Light Out Complaint,2020-04,9,5.4
Street Light Out Complaint,2020-04,10,3.4
Street Light Out Complaint,2020-04,11,4.5
Street Light Out Complaint,2020-04,12,6.1
Street Light Out Complaint,2020-04,13,2.5
Street Light Out Complaint,2020-04,14,6.3
Street Light Out Complaint,2020-04,15,6.9
Street Light Out Complaint,2020-04,16,5.8
Street Light Out Complaint,2020-04,17,6.8
Street Light Out Complaint,2020-04,18,7.1
Street Light Out Complaint,2020-04,19,7.9
Street Light Out Complaint,2020-04,20,5.4
Street Light Out Complaint,2020-04,21,3.4
Street Light Out Complaint,2020-04,22,5.9
Street Light Out Complaint,2020-04,23,7.7
Street Light Out Complaint,2020-04,24,9.9
Street Light Out Complaint,2020-04,25,11.9
Street Light Out Complaint,2020-04,26,5.2
Street Light Out Complaint,2020-04,27,28.2
Street Light Out Complaint,2020-04,28,12.3
Street Light Out Complaint,2020-04,29,8.8
Street Light Out Complaint,2020-04,30,8.2
Street Light Out Complaint,2020-04,31,16.7
Street Light Out Complaint,2020-04,32,0.0
Street Light Out Complaint,2020-04,33,14.7
Street Light Out Complaint,2020-04,34,5.4
Street Light Out Complaint,2020-04,35,13.7
Street Light Out Complaint,2020-04,36,143.7
Street Light Out Complaint,2020-04,37,4.7
Street Light Out Complaint,2020-04,38,13.8
Street Light Out Complaint,2020-04,39,8.7
Street Light Out Complaint,2020-04,40,16.3
Street Light Out Complaint,2020-04,41,9.3
Street Light Out Complaint,2020-04,42,14.4
Street Light Out Complaint,2020-04,43,7.6
Street Light Out Complaint,2020-04,44,14.6
Street Light Out Complaint,2020-04,45,10.3
Street Light Out Complaint,2020-04,46,9.7
Street Light Out Complaint,2020-04,47,20.9
Street Light Out Complaint,2020-04,48,8.4
Street Light Out Complaint,2020-04,49,12.1
Street Light Out Complaint,2020-04,50,6.3
Street Light Out Complaint,2020-04,51,11.9
Street Light Out Complaint,2020-04,52,13.8
Street Light Out Complaint,2020-04,53,11.4
Street Light Out Complaint,2020-04,54,65.4
Street Light Out Complaint,2020-04,55,16.1
Street Light Out Complaint,2020-04,56,15.1
Street Light Out Complaint,2020-04,57,10.5
Street Light Out Complaint,2020-04,58,12.5
Street Light Out Complaint,2020-04,59,12.9
Street Light Out Complaint,2020-04,60,8.1
Street Light Out Complaint,2020-04,61,17.4
Street Light Out Complaint,2020-04,62,14.2
Street Light Out Complaint,2020-04,63,17.9
Street Light Out Complaint,2020-04,64,7.6
Street Light Out Complaint,2020-04,65,15.1
Street Light Out Complaint,2020-04,66,11.3
Street Light Out Complaint,2020-04,67,21.8
Street Light Out Complaint,2020-04,68,10.1
Street Light Out Complaint,2020-04,69,11.1
Street Light Out Complaint,2020-04,70,11.4
Street Light Out Complaint,2020-04,71,12.8
Street Light Out Complaint,2020-04,72,10.4
Street Light Out Complaint,2020-04,73,11.2
Street Light Out Complaint,2020-04,74,6.7
Street Light Out Complaint,2020-04,75,12.7
Street Light Out Complaint,2020-04,76,7.7
Street Light Out Complaint,2020-04,77,5.6
Street Light Out Complaint,2020-05,1,5.0
Street Light Out Complaint,2020-05,2,6.1
Street Light Out Complaint,2020-05,3,4.9
Street Light Out Complaint,2020-05,4,5.7
Street Light Out Complaint,2020-05,5,3.7
Street Light Out Complaint,2020-05,6,4.8
Street Light Out Complaint,2020-05,7,7.7
Street Light Out Complaint,2020-05,8,10.2
Street Light Out Complaint,2020-05,9,10.9
Street Light Out Complaint,2020-05,10,8.3
Street Light Out Complaint,2020-05,11,6.0
Street Light Out Complaint,2020-05,12,6.0
Street Light Out Complaint,2020-05,13,4.9
Street Light Out Complaint,2020-05,14,7.6
Street Light Out Complaint,2020-05,15,4.5
Street Light Out Complaint,2020-05,16,3.9
Street Light Out Complaint,2020-05,17,5.3
Street Light Out Complaint,2020-05,18,8.3
Street Light Out Complaint,2020-05,19,5.0
Street Light Out Complaint,2020-05,20,5.1
Street Light Out Complaint,2020-05,21,4.4
Street Light Out Complaint,2020-05,22,3.9
Street Light Out Complaint,2020-05,23,6.8
Street Light Out Complaint,2020-05,24,5.5
Street Light Out Complaint,2020-05,25,6.8
Street Light Out Complaint,2020-05,26,8.5
Street Light Out Complaint,2020-05,27,9.9
Street Light Out Complaint,2020-05,28,10.6
Street Light Out Complaint,2020-05,29,9.3
Street Light Out Complaint,2020-05,30,7.9
Street Light Out Complaint,2020-05,31,12.7
Street Light Out Complaint,2020-05,32,16.4
Street Light Out Complaint,2020-05,33,24.6
Street Light Out Complaint,2020-05,34,27.6
Street Light Out Complaint,2020-05,35,30.2
Street Light Out Complaint,2020-05,36,28.7
Street Light Out Complaint,2020-05,37,19.2
Street Light Out Complaint,2020-05,38,24.3
Street Light Out Complaint,2020-05,39,15.8
Street Light Out Complaint,2020-05,40,28.6
Street Light Out Complaint,2020-05,41,23.6
Street Light Out Complaint,2020-05,42,17.8
Street Light Out Complaint,2020-05,43,18.4
Street Light Out Complaint,2020-05,44,13.7
Street Light Out Complaint,2020-05,45,6.6
Street Light Out Complaint,2020-05,46,10.0
Street Light Out Complaint,2020-05,47,16.4
Street Light Out Complaint,2020-05,48,8.5
Street Light Out Complaint,2020-05,49,9.8
Street Light Out Complaint,2020-05,50,4.4
Street Light Out Complaint,2020-05,51,10.3
Street Light Out Complaint,2020-05,52,7.8
Street Light Out Complaint,2020-05,53,8.7
Street Light Out Complaint,2020-05,54,12.8
Street Light Out Complaint,2020-05,55,11.5
Street Light Out Complaint,2020-05,56,8.2
Street Light Out Complaint,2020-05,57,24.6
Street Light Out Complaint,2020-05,58,12.7
Street Light Out Complaint,2020-05,59,8.8
Street Light Out Complaint,2020-05,60,22.7
Street Light Out Complaint,2020-05,61,9.0
Street Light Out Complaint,2020-05,62,6.7
Street Light Out Complaint,2020-05,63,12.6
Street Light Out Complaint,2020-05,64,8.4
Street Light Out Complaint,2020-05,65,6.2
Street Light Out Complaint,2020-05,66,9.2
Street Light Out Complaint,2020-05,67,9.2
Street Light Out Complaint,2020-05,68,12.0
Street Light Out Complaint,2020-05,69,15.6
Street Light Out Complaint,2020-05,70,7.4
Street Light Out Complaint,2020-05,71,6.0
Street Light Out Complaint,2020-05,72,9.9
Street Light Out Complaint,2020-05,73,9.4
Street Light Out Complaint,2020-05,74,10.5
Street Light Out Complaint,2020-05,75,9.8
Street Light Out Complaint,2020-05,76,2.7
Street Light Out Complaint,2020-05,77,3.9
Street Light Out Complaint,2020-06,1,10.4
Street Light Out Complaint,2020-06,2,12.7
Street Light Out Complaint,2020-06,3,9.6
Street Light Out Complaint,2020-06,4,12.7
Street Light Out Complaint,2020-06,5,9.7
Street Light Out Complaint,2020-06,6,10.3
Street Light Out Complaint,2020-06,7,9.1
Street Light Out Complaint,2020-06,8,10.4
Street Light Out Complaint,2020-06,9,9.7
Street Light Out Complaint,2020-06,10,8.3
Street Light Out Complaint,2020-06,11,8.7
Street Light Out Complaint,2020-06,12,10.0
Street Light Out Complaint,2020-06,13,8.3
Street Light Out Complaint,2020-06,14,5.4
Street Light Out Complaint,2020-06,15,8.0
Street Light Out Complaint,2020-06,16,7.9
Street Light Out Complaint,2020-06,17,9.0
Street Light Out Complaint,2020-06,18,8.7
Street Light Out Complaint,2020-06,19,5.7
Street Light Out Complaint,2020-06,20,8.3
Street Light Out Complaint,2020-06,21,8.3
Street Light Out Complaint,2020-06,22,9.3
Street Light Out Complaint,2020-06,23,10.7
Street Light Out Complaint,2020-06,24,15.1
Street Light Out Complaint,2020-06,25,8.4
Street Light Out Complaint,2020-06,26,9.7
Street Light Out Complaint,2020-06,27,14.6
Street Light Out Complaint,2020-06,28,12.2
Street Light Out Complaint,2020-06,29,7.7
Street Light Out Complaint,2020-06,30,11.9
Street Light Out Complaint,2020-06,31,12.5
Street Light Out Complaint,2020-06,32,18.6
Street Light Out Complaint,2020-06,33,12.3
Street Light Out Complaint,2020-06,34,13.4
Street Light Out Complaint,2020-06,35,13.8
Street Light Out Complaint,2020-06,36,11.1
Street Light Out Complaint,2020-06,37,41.1
Street Light Out Complaint,2020-06,38,12.6
Street Light Out Complaint,2020-06,39,9.8
Street Light Out Complaint,2020-06,40,5.8
Street Light Out Complaint,2020-06,41,8.1
Street Light Out Complaint,2020-06,42,10.0
Street Light Out Complaint,2020-06,43,11.7
Street Light Out Complaint,2020-06,44,10.4
Street Light Out Complaint,2020-06,45,12.4
Street Light Out Complaint,2020-06,46,11.8
Street Light Out Complaint,2020-06,47,12.2
Street Light Out Complaint,2020-06,48,8.7
Street Light Out Complaint,2020-06,49,12.9
Street Light Out Complaint,2020-06,50,6.7
Street Light Out Complaint,2020-06,51,11.8
Street Light Out Complaint,2020-06,52,11.3
Street Light Out Complaint,2020-06,53,10.8
Street Light Out Complaint,2020-06,54,13.4
Street Light Out Complaint,2020-06,55,8.0
Street Light Out Complaint,2020-06,56,9.5
Street Light Out Complaint,2020-06,57,20.4
Street Light Out Complaint,2020-06,58,11.8
Street Light Out Complaint,2020-06,59,9.7
Street Light Out Complaint,2020-06,60,8.3
Street Light Out Complaint,2020-06,61,8.9
Street Light Out Complaint,2020-06,62,9.6
Street Light Out Complaint,2020-06,63,10.4
Street Light Out Complaint,2020-06,64,8.9
Street Light Out Complaint,2020-06,65,8.9
Street Light Out Complaint,2020-06,66,8.3
Street Light Out Complaint,2020-06,67,17.2
Street Light Out Complaint,2020-06,68,11.4
Street Light Out Complaint,2020-06,69,9.3
Street Light Out Complaint,2020-06,70,8.7
Street Light Out Complaint,2020-06,71,13.1
Street Light Out Complaint,2020-06,72,10.2
Street Light Out Complaint,2020-06,73,10.3
Street Light Out Complaint,2020-06,74,6.2
Street Light Out Complaint,2020-06,75,13.4
Street Light Out Complaint,2020-06,76,6.4
Street Light Out Complaint,2020-06,77,9.1
Street Light Out Complaint,2020-07,1,11.8
Street Light Out Complaint,2020-07,2,11.2
Street Light Out Complaint,2020-07,3,23.6
Street Light Out Complaint,2020-07,4,19.2
Street Light Out Complaint,2020-07,5,7.7
Street Light Out Complaint,2020-07,6,23.3
Street Light Out Complaint,2020-07,7,16.4
Street Light Out Complaint,2020-07,8,15.3
Street Light Out Complaint,2020-07,9,7.7
Street Light Out Complaint,2020-07,10,11.4
Street Light Out Complaint,2020-07,11,14.0
Street Light Out Complaint,2020-07,12,13.9
Street Light Out Complaint,2020-07,13,14.7
Street Light Out Complaint,2020-07,14,11.7
Street Light Out Complaint,2020-07,15,9.4
Street Light Out Complaint,2020-07,16,8.4
Street Light Out Complaint,2020-07,17,8.6
Street Light Out Complaint,2020-07,18,8.4
Street Light Out Complaint,2020-07,19,7.4
Street Light Out Complaint,2020-07,20,5.9
Street Light Out Complaint,2020-07,21,13.5
Street Light Out Complaint,2020-07,22,9.0
Street Light Out Complaint,2020-07,23,11.1
Street Light Out Complaint,2020-07,24,13.5
Street Light Out Complaint,2020-07,25,15.8
Street Light Out Complaint,2020-07,26,15.9
Street Light Out Complaint,2020-07,27,10.8
Street Light Out Complaint,2020-07,28,7.6
Street Light Out Complaint,2020-07,29,9.5
Street Light Out Complaint,2020-07,30,12.8
Street Light Out Complaint,2020-07,31,9.1
Street Light Out Complaint,2020-07,32,21.8
Street Light Out Complaint,2020-07,33,15.4
Street Light Out Complaint,2020-07,34,11.7
Street Light Out Complaint,2020-07,35,10.4
Street Light Out Complaint,2020-07,36,17.7
Street Light Out Complaint,2020-07,37,16.4
Street Light Out Complaint,2020-07,38,7.3
Street Light Out Complaint,2020-07,39,11.3
Street Light Out Complaint,2020-07,40,8.3
Street Light Out Complaint,2020-07,41,9.4
Street Light Out Complaint,2020-07,42,8.7
Street Light Out Complaint,2020-07,43,10.0
Street Light Out Complaint,2020-07,44,8.5
Street Light Out Complaint,2020-07,45,10.0
Street Light Out Complaint,2020-07,46,9.5
Street Light Out Complaint,2020-07,47,6.1
Street Light Out Complaint,2020-07,48,5.5
Street Light Out Complaint,2020-07,49,9.9
Street Light Out Complaint,2020-07,50,15.2
Street Light Out Complaint,2020-07,51,10.4
Street Light Out Complaint,2020-07,52,8.4
Street Light Out Complaint,2020-07,53,11.9
Street Light Out Complaint,2020-07,54,10.6
Street Light Out Complaint,2020-07,55,9.1
Street Light Out Complaint,2020-07,56,12.4
Street Light Out Complaint,2020-07,57,14.0
Street Light Out Complaint,2020-07,58,9.7
Street Light Out Complaint,2020-07,59,11.4
Street Light Out Complaint,2020-07,60,13.0
Street Light Out Complaint,2020-07,61,13.7
Street Light Out Complaint,2020-07,62,9.7
Street Light Out Complaint,2020-07,63,11.2
Street Light Out Complaint,2020-07,64,17.3
Street Light Out Complaint,2020-07,65,9.8
Street Light Out Complaint,2020-07,66,8.5
Street Light Out Complaint,2020-07,67,13.0
Street Light Out Complaint,2020-07,68,8.8
Street Light Out Complaint,2020-07,69,9.2
Street Light Out Complaint,2020-07,70,9.3
Street Light Out Complaint,2020-07,71,9.8
Street Light Out Complaint,2020-07,72,9.1
Street Light Out Complaint,2020-07,73,12.0
Street Light Out Complaint,2020-07,74,10.8
Street Light Out Complaint,2020-07,75,8.8
Street Light Out Complaint,2020-07,76,13.7
Street Light Out Complaint,2020-07,77,24.6
Street Light Out Complaint,2020-08,1,21.0
Street Light Out Complaint,2020-08,2,12.0
Street Light Out Complaint,2020-08,3,26.1
Street Light Out Complaint,2020-08,4,16.5
Street Light Out Complaint,2020-08,5,15.6
Street Light Out Complaint,2020-08,6,16.1
Street Light Out Complaint,2020-08,7,17.4
Street Light Out Complaint,2020-08,8,18.4
Street Light Out Complaint,2020-08,9,33.3
Street Light Out Complaint,2020-08,10,22.0
Street Light Out Complaint,2020-08,11,17.4
Street Light Out Complaint,2020-08,12,15.8
Street Light Out Complaint,2020-08,13,16.5
Street Light Out Complaint,2020-08,14,14.4
Street Light Out Complaint,2020-08,15,9.8
Street Light Out Complaint,2020-08,16,14.0
Street Light Out Complaint,2020-08,17,10.7
Street Light Out Complaint,2020-08,18,9.6
Street Light Out Complaint,2020-08,19,10.2
Street Light Out Complaint,2020-08,20,11.8
Street Light Out Complaint,2020-08,21,18.2
Street Light Out Complaint,2020-08,22,14.8
Street Light Out Complaint,2020-08,23,15.9
Street Light Out Complaint,2020-08,24,15.9
Street Light Out Complaint,2020-08,25,14.3
Street Light Out Complaint,2020-08,26,11.7
Street Light Out Complaint,2020-08,27,29.6
Street Light Out Complaint,2020-08,28,23.5
Street Light Out Complaint,2020-08,29,16.0
Street Light Out Complaint,2020-08,30,21.1
Street Light Out Complaint,2020-08,31,18.7
Street Light Out Complaint,2020-08,32,25.0
Street Light Out Complaint,2020-08,33,13.9
Street Light Out Complaint,2020-08,34,29.7
Street Light Out Complaint,2020-08,35,38.5
Street Light Out Complaint,2020-08,36,20.2
Street Light Out Complaint,2020-08,37,14.3
Street Light Out Complaint,2020-08,38,33.5
Street Light Out Complaint,2020-08,39,21.4
Street Light Out Complaint,2020-08,40,18.9
Street Light Out Complaint,2020-08,41,21.6
Street Light Out Complaint,2020-08,42,12.1
Street Light Out Complaint,2020-08,43,16.0
Street Light Out Complaint,2020-08,44,11.1
Street Light Out Complaint,2020-08,45,10.1
Street Light Out Complaint,2020-08,46,14.8
Street Light Out Complaint,2020-08,47,7.2
Street Light Out Complaint,2020-08,48,15.6
Street Light Out Complaint,2020-08,49,18.3
Street Light Out Complaint,2020-08,50,22.9
Street Light Out Complaint,2020-08,51,28.1
Street Light Out Complaint,2020-08,52,31.0
Street Light Out Complaint,2020-08,53,16.0
Street Light Out Complaint,2020-08,54,46.3
Street Light Out Complaint,2020-08,55,12.3
Street Light Out Complaint,2020-08,56,11.4
Street Light Out Complaint,2020-08,57,18.8
Street Light Out Complaint,2020-08,58,18.9
Street Light Out Complaint,2020-08,59,24.0
Street Light Out Complaint,2020-08,60,29.9
Street Light Out Complaint,2020-08,61,22.4
Street Light Out Complaint,2020-08,62,10.4
Street Light Out Complaint,2020-08,63,21.2
Street Light Out Complaint,2020-08,64,14.8
Street Light Out Complaint,2020-08,65,13.5
Street Light Out Complaint,2020-08,66,18.0
Street Light Out Complaint,2020-08,67,22.8
Street Light Out Complaint,2020-08,68,25.8
Street Light Out Complaint,2020-08,69,18.9
Street Light Out Complaint,2020-08,70,12.9
Street Light Out Complaint,2020-08,71,19.8
Street Light Out Complaint,2020-08,72,13.4
Street Light Out Complaint,2020-08,73,12.5
Street Light Out Complaint,2020-08,74,8.7
Street Light Out Complaint,2020-08,75,11.7
Street Light Out Complaint,2020-08,76,6.8
Street Light Out Complaint,2020-08,77,16.8
Street Light Out Complaint,2020-09,1,8.7
Street Light Out Complaint,2020-09,2,11.8
Street Light Out Complaint,2020-09,3,20.5
Street Light Out Complaint,2020-09,4,10.2
Street Light Out Complaint,2020-09,5,14.2
Street Light Out Complaint,2020-09,6,11.1
Street Light Out Complaint,2020-09,7,8.8
Street Light Out Complaint,2020-09,8,14.5
Street Light Out Complaint,2020-09,9,14.9
Street Light Out Complaint,2020-09,10,10.6
Street Light Out Complaint,2020-09,11,10.7
Street Light Out Complaint,2020-09,12,7.8
Street Light Out Complaint,2020-09,13,7.7
Street Light Out Complaint,2020-09,14,10.8
Street Light Out Complaint,2020-09,15,7.4
Street Light Out Complaint,2020-09,16,13.2
Street Light Out Complaint,2020-09,17,7.0
Street Light Out Complaint,2020-09,18,7.1
Street Light Out Complaint,2020-09,19,11.4
Street Light Out Complaint,2020-09,20,15.7
Street Light Out Complaint,2020-09,21,16.6
Street Light Out Complaint,2020-09,22,12.6
Street Light Out Complaint,2020-09,23,10.8
Street Light Out Complaint,2020-09,24,9.4
Street Light Out Complaint,2020-09,25,15.8
Street Light Out Complaint,2020-09,26,17.0
Street Light Out Complaint,2020-09,27,11.6
Street Light Out Complaint,2020-09,28,25.2
Street Light Out Complaint,2020-09,29,12.7
Street Light Out Complaint,2020-09,30,9.6
Street Light Out Complaint,2020-09,31,8.0
Street Light Out Complaint,2020-09,32,29.2
Street Light Out Complaint,2020-09,33,29.5
Street Light Out Complaint,2020-09,34,9.0
Street Light Out Complaint,2020-09,35,6.1
Street Light Out Complaint,2020-09,36,21.5
